Age,SSN,Occupation,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Type_of_Loan,Num_of_Delayed_Payment,Credit_Mix,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Total_EMI_per_month,Amount_invested_monthly,Payment_Behaviour,Monthly_Balance,Simulated_Credit_Score
25,465939571,Manager,43758.34,3454.528333,5,6,12,2,"Personal Loan, and Payday Loan",5,Good,1194.28,27.26513495,402,56.31142051,36.81438811,High_spent_Small_value_payments,401.5681952,762
25,465939571,Manager,43758.34,3454.528333,5,6,12,2,"Personal Loan, and Payday Loan",2,Good,1194.28,31.25060109,403,56.31142051,36.81438811,High_spent_Large_value_payments,492.3270247,775
25,465939571,Manager,43758.34,3454.528333,5,6,12,2,"Personal Loan, and Payday Loan",2,Good,1194.28,35.74253977,404,56.31142051,36.81438811,Low_spent_Small_value_payments,214.9034199,752
20,860361556,Writer,144881.68,11877.47333,3,4,15,4,"Student Loan, Debt Consolidation Loan, Credit-Builder Loan, and Home Equity Loan",13,Standard,404.51,33.90967515,309,414.6560132,227.5336623,High_spent_Large_value_payments,738.2518345,597
20,860361556,Writer,144881.68,11877.47333,3,4,15,4,"Student Loan, Debt Consolidation Loan, Credit-Builder Loan, and Home Equity Loan",15,Standard,404.51,30.92453971,310,414.6560132,227.5336623,High_spent_Large_value_payments,775.4860371,590
20,860361556,Writer,144881.68,11877.47333,3,4,15,4,"Student Loan, Debt Consolidation Loan, Credit-Builder Loan, and Home Equity Loan",13,Standard,404.51,36.28893236,311,414.6560132,227.5336623,Low_spent_Small_value_payments,72.87980133,576
20,860361556,Writer,144881.68,11877.47333,3,4,15,4,"Student Loan, Debt Consolidation Loan, Credit-Builder Loan, and Home Equity Loan",13,Standard,404.51,39.2763797,312,414.6560132,227.5336623,Low_spent_Small_value_payments,72.87980133,575
20,860361556,Writer,144881.68,11877.47333,3,4,15,4,"Student Loan, Debt Consolidation Loan, Credit-Builder Loan, and Home Equity Loan",16,Standard,404.51,35.32552064,313,414.6560132,227.5336623,High_spent_Medium_value_payments,579.1755923,585
20,860361556,Writer,144881.68,11877.47333,3,4,15,4,"Student Loan, Debt Consolidation Loan, Credit-Builder Loan, and Home Equity Loan",13,Standard,404.51,28.15605347,314,414.6560132,227.5336623,High_spent_Small_value_payments,275.2791228,606
20,860361556,Writer,144881.68,11877.47333,3,4,15,4,"Student Loan, Debt Consolidation Loan, Credit-Builder Loan, and Home Equity Loan",13,Standard,404.51,34.78184822,315,414.6560132,227.5336623,High_spent_Medium_value_payments,72.87980133,602
20,860361556,Writer,144881.68,11877.47333,3,4,15,4,"Student Loan, Debt Consolidation Loan, Credit-Builder Loan, and Home Equity Loan",12,Standard,404.51,37.53634766,316,414.6560132,227.5336623,High_spent_Small_value_payments,479.8240344,607
38,407069232,Media_Manager,108147.3,8926.275,3,6,6,4,"Personal Loan, Debt Consolidation Loan, Debt Consolidation Loan, and Student Loan",20,Standard,1113.06,36.42376664,345,211.1795816,116.5331164,High_spent_Small_value_payments,612.9678757,608
38,407069232,Media_Manager,108147.3,8926.275,3,6,6,4,"Personal Loan, Debt Consolidation Loan, Debt Consolidation Loan, and Student Loan",19,Standard,1113.06,39.57269231,346,211.1795816,116.5331164,Low_spent_Medium_value_payments,162.0697133,590
38,407069232,Media_Manager,108147.3,8926.275,3,6,6,4,"Personal Loan, Debt Consolidation Loan, Debt Consolidation Loan, and Student Loan",21,Standard,1113.06,27.29590216,347,211.1795816,116.5331164,High_spent_Large_value_payments,804.914802,613
38,407069232,Media_Manager,108147.3,8926.275,3,6,6,4,"Personal Loan, Debt Consolidation Loan, Debt Consolidation Loan, and Student Loan",20,Standard,1113.06,30.40254793,348,211.1795816,116.5331164,High_spent_Large_value_payments,778.6118203,616
38,407069232,Media_Manager,108147.3,8926.275,3,6,6,4,"Personal Loan, Debt Consolidation Loan, Debt Consolidation Loan, and Student Loan",20,Standard,1113.06,29.97751441,349,211.1795816,116.5331164,High_spent_Large_value_payments,736.8553868,618
38,407069232,Media_Manager,108147.3,8926.275,3,6,6,4,"Personal Loan, Debt Consolidation Loan, Debt Consolidation Loan, and Student Loan",20,Standard,1113.06,38.51521527,350,211.1795816,116.5331164,High_spent_Medium_value_payments,808.7443366,612
38,407069232,Media_Manager,108147.3,8926.275,3,6,6,4,"Personal Loan, Debt Consolidation Loan, Debt Consolidation Loan, and Student Loan",20,Standard,1113.06,28.12417326,351,211.1795816,116.5331164,High_spent_Medium_value_payments,565.0150301,621
38,407069232,Media_Manager,108147.3,8926.275,3,6,6,4,"Personal Loan, Debt Consolidation Loan, Debt Consolidation Loan, and Student Loan",20,Standard,1113.06,35.89139751,352,211.1795816,116.5331164,Low_spent_Small_value_payments,25.29240814,595
27,550948995,Lawyer,17759.1,1533.925,6,8,19,5,"Student Loan, Personal Loan, Home Equity Loan, Home Equity Loan, and Auto Loan",20,Bad,3598.39,27.22856802,57,64.55062049,15.19396054,Low_spent_Small_value_payments,188.7871183,300
27,550948995,Lawyer,17759.1,1533.925,6,8,19,5,"Student Loan, Personal Loan, Home Equity Loan, Home Equity Loan, and Auto Loan",20,Bad,3598.39,38.05162518,58,64.55062049,15.19396054,Low_spent_Small_value_payments,264.6675629,300
27,550948995,Lawyer,17759.1,1533.925,6,8,19,5,"Student Loan, Personal Loan, Home Equity Loan, Home Equity Loan, and Auto Loan",21,Bad,3598.39,39.37829033,59,64.55062049,15.19396054,Low_spent_Large_value_payments,228.523929,300
27,550948995,Lawyer,17759.1,1533.925,6,8,19,5,"Student Loan, Personal Loan, Home Equity Loan, Home Equity Loan, and Auto Loan",20,Bad,3598.39,29.44796845,60,64.55062049,15.19396054,Low_spent_Small_value_payments,183.7326333,300
27,550948995,Lawyer,17759.1,1533.925,6,8,19,5,"Student Loan, Personal Loan, Home Equity Loan, Home Equity Loan, and Auto Loan",20,Bad,3598.39,30.14370368,61,64.55062049,15.19396054,Low_spent_Small_value_payments,172.3914957,300
27,550948995,Lawyer,17759.1,1533.925,6,8,19,5,"Student Loan, Personal Loan, Home Equity Loan, Home Equity Loan, and Auto Loan",20,Bad,3598.39,35.28592081,62,64.55062049,15.19396054,Low_spent_Medium_value_payments,211.4745272,300
28,550948995,Lawyer,17759.1,1533.925,6,8,19,5,"Student Loan, Personal Loan, Home Equity Loan, Home Equity Loan, and Auto Loan",23,Bad,3598.39,26.49577649,63,64.55062049,15.19396054,Low_spent_Small_value_payments,208.3180592,300
28,550948995,Lawyer,17759.1,1533.925,6,8,19,5,"Student Loan, Personal Loan, Home Equity Loan, Home Equity Loan, and Auto Loan",20,Bad,3598.39,28.18214114,64,64.55062049,15.19396054,Low_spent_Medium_value_payments,245.7618429,300
37,651677536,Teacher,85328.73,6858.7275,3,4,11,1,Student Loan,17,Good,585.05,28.02456085,379,68.45896611,95.81963874,Low_spent_Medium_value_payments,712.3229995,660
37,651677536,Teacher,85328.73,6858.7275,3,4,11,1,Student Loan,18,Good,585.05,28.27046488,380,68.45896611,95.81963874,High_spent_Large_value_payments,750.8260452,676
37,651677536,Teacher,85328.73,6858.7275,3,4,11,1,Student Loan,17,Good,585.05,29.33563866,381,68.45896611,95.81963874,Low_spent_Medium_value_payments,579.1064422,661
37,651677536,Teacher,85328.73,6858.7275,3,4,11,1,Student Loan,17,Good,585.05,30.07533269,382,68.45896611,95.81963874,Low_spent_Medium_value_payments,694.3432508,662
37,651677536,Teacher,85328.73,6858.7275,3,4,11,1,Student Loan,14,Good,585.05,38.05151985,383,68.45896611,95.81963874,High_spent_Medium_value_payments,771.5941452,692
37,651677536,Teacher,85328.73,6858.7275,3,4,11,1,Student Loan,14,Good,585.05,37.64923016,384,68.45896611,95.81963874,High_spent_Large_value_payments,720.2434995,693
37,651677536,Teacher,85328.73,6858.7275,3,4,11,1,Student Loan,17,Good,585.05,25.71911559,385,68.45896611,95.81963874,Low_spent_Small_value_payments,467.23346,668
37,651677536,Teacher,85328.73,6858.7275,3,4,11,1,Student Loan,17,Good,585.05,22.56544762,386,68.45896611,95.81963874,Low_spent_Medium_value_payments,286.5442472,672
26,538492118,Writer,134321.44,11064.45333,3,5,12,4,"Student Loan, Student Loan, Debt Consolidation Loan, and Mortgage Loan",19,Standard,1428.68,26.75528646,392,253.6882437,206.2163334,Low_spent_Medium_value_payments,417.0530291,652
26,538492118,Writer,134321.44,11064.45333,3,5,12,4,"Student Loan, Student Loan, Debt Consolidation Loan, and Mortgage Loan",19,Standard,1428.68,39.90369227,393,253.6882437,206.2163334,Low_spent_Medium_value_payments,335.9725019,643
26,538492118,Writer,134321.44,11064.45333,3,5,12,4,"Student Loan, Student Loan, Debt Consolidation Loan, and Mortgage Loan",21,Standard,1428.68,34.22349216,394,253.6882437,206.2163334,High_spent_Large_value_payments,949.50237,660
27,538492118,Writer,134321.44,9997.592514,3,5,12,4,"Student Loan, Student Loan, Debt Consolidation Loan, and Mortgage Loan",22,Standard,1428.68,37.94748333,395,1320.549063,206.2163334,High_spent_Medium_value_payments,641.2268614,650
27,538492118,Writer,134321.44,9997.592514,3,5,12,4,"Student Loan, Student Loan, Debt Consolidation Loan, and Mortgage Loan",21,Standard,1428.68,31.98128604,396,1320.549063,206.2163334,High_spent_Large_value_payments,833.300136,662
27,538492118,Writer,134321.44,9997.592514,3,5,12,4,"Student Loan, Student Loan, Debt Consolidation Loan, and Mortgage Loan",19,Standard,1428.68,40.96972833,397,1320.549063,206.2163334,High_spent_Small_value_payments,513.89465,665
27,538492118,Writer,134321.44,9997.592514,3,5,12,4,"Student Loan, Student Loan, Debt Consolidation Loan, and Mortgage Loan",19,Standard,1428.68,24.28560556,398,1320.549063,206.2163334,High_spent_Small_value_payments,581.9365201,680
27,538492118,Writer,134321.44,9997.592514,3,5,12,4,"Student Loan, Student Loan, Debt Consolidation Loan, and Mortgage Loan",20,Standard,1428.68,35.52332578,399,1320.549063,206.2163334,High_spent_Medium_value_payments,893.2396069,668
24,584604961,Lawyer,61008.0,5235.0,10,5,32,4,"Auto Loan, Auto Loan, Student Loan, and Home Equity Loan",19,Standard,1755.81,27.37324216,105,189.4265307,73.60092894,High_spent_Medium_value_payments,365.8657996,300
24,584604961,Lawyer,61008.0,5235.0,10,5,32,4,"Auto Loan, Auto Loan, Student Loan, and Home Equity Loan",19,Standard,1755.81,32.45474799,106,189.4265307,73.60092894,Low_spent_Small_value_payments,358.1962805,300
24,584604961,Lawyer,61008.0,5235.0,10,5,32,4,"Auto Loan, Auto Loan, Student Loan, and Home Equity Loan",19,Standard,1755.81,32.98956713,107,189.4265307,73.60092894,Low_spent_Large_value_payments,438.8563539,300
24,584604961,Lawyer,61008.0,5235.0,10,5,32,4,"Auto Loan, Auto Loan, Student Loan, and Home Equity Loan",19,Standard,1755.81,32.85587002,108,189.4265307,73.60092894,High_spent_Large_value_payments,500.4725404,300
24,584604961,Lawyer,61008.0,5235.0,10,5,32,4,"Auto Loan, Auto Loan, Student Loan, and Home Equity Loan",20,Standard,1755.81,29.51708332,109,189.4265307,73.60092894,Low_spent_Medium_value_payments,358.1962805,300
24,584604961,Lawyer,61008.0,5235.0,10,5,32,4,"Auto Loan, Auto Loan, Student Loan, and Home Equity Loan",19,Standard,1755.81,29.07238717,110,189.4265307,73.60092894,High_spent_Medium_value_payments,382.3873781,304
24,584604961,Lawyer,61008.0,5235.0,10,5,32,4,"Auto Loan, Auto Loan, Student Loan, and Home Equity Loan",19,Standard,1755.81,25.47367254,111,189.4265307,73.60092894,High_spent_Medium_value_payments,460.4672466,308
24,584604961,Lawyer,61008.0,5235.0,10,5,32,4,"Auto Loan, Auto Loan, Student Loan, and Home Equity Loan",19,Standard,1755.81,41.88727835,112,189.4265307,73.60092894,High_spent_Medium_value_payments,387.4070242,300
19,37286132,Developer,28665.76,2582.813333,7,3,5,1,Debt Consolidation Loan,10,Standard,1237.46,36.6396993,291,22.68817758,44.31234275,Low_spent_Small_value_payments,184.6023182,575
19,37286132,Developer,28665.76,2582.813333,7,3,5,1,Debt Consolidation Loan,10,Standard,1237.46,34.10061402,292,22.68817758,44.31234275,Low_spent_Large_value_payments,323.5594845,579
19,37286132,Developer,28665.76,2582.813333,7,3,5,1,Debt Consolidation Loan,13,Standard,1237.46,31.42349681,293,22.68817758,44.31234275,High_spent_Small_value_payments,378.5458029,587
19,37286132,Developer,28665.76,2582.813333,7,3,5,1,Debt Consolidation Loan,11,Standard,1237.46,33.37386506,294,22.68817758,44.31234275,High_spent_Medium_value_payments,405.3360591,597
19,37286132,Developer,28665.76,2582.813333,7,3,5,1,Debt Consolidation Loan,10,Standard,1237.46,36.48458788,295,22.68817758,44.31234275,Low_spent_Small_value_payments,288.7115597,580
19,37286132,Developer,28665.76,2582.813333,7,3,5,1,Debt Consolidation Loan,10,Standard,1237.46,33.84501778,296,22.68817758,44.31234275,Low_spent_Medium_value_payments,377.2865525,584
19,37286132,Developer,28665.76,2582.813333,7,3,5,1,Debt Consolidation Loan,12,Standard,1237.46,31.57468547,297,22.68817758,44.31234275,Low_spent_Medium_value_payments,291.7291401,576
19,37286132,Developer,28665.76,2582.813333,7,3,5,1,Debt Consolidation Loan,10,Standard,1237.46,33.53347693,298,22.68817758,44.31234275,Low_spent_Small_value_payments,349.8005414,586
18,432185390,Lawyer,56803.71,4620.6425,7,5,25,6,"Mortgage Loan, Student Loan, Student Loan, Payday Loan, Mortgage Loan, and Debt Consolidation Loan",23,Bad,2593.44,29.75653236,69,187.1902189,94.38794945,Low_spent_Small_value_payments,243.0942731,300
18,432185390,Lawyer,56803.71,4620.6425,7,5,25,6,"Mortgage Loan, Student Loan, Student Loan, Payday Loan, Mortgage Loan, and Debt Consolidation Loan",23,Bad,2593.44,36.3448053,70,187.1902189,94.38794945,High_spent_Small_value_payments,262.4520007,300
18,432185390,Lawyer,56803.71,4620.6425,7,5,25,6,"Mortgage Loan, Student Loan, Student Loan, Payday Loan, Mortgage Loan, and Debt Consolidation Loan",20,Bad,2593.44,27.19245683,71,187.1902189,94.38794945,High_spent_Medium_value_payments,370.5011731,300
18,432185390,Lawyer,56803.71,4620.6425,7,5,25,6,"Mortgage Loan, Student Loan, Student Loan, Payday Loan, Mortgage Loan, and Debt Consolidation Loan",23,Bad,2593.44,32.07852764,72,187.1902189,94.38794945,High_spent_Small_value_payments,348.8054746,300
19,432185390,Lawyer,56803.71,4620.6425,7,5,25,6,"Mortgage Loan, Student Loan, Student Loan, Payday Loan, Mortgage Loan, and Debt Consolidation Loan",24,Bad,2593.44,25.31414163,73,187.1902189,94.38794945,High_spent_Medium_value_payments,363.9619102,300
19,432185390,Lawyer,56803.71,4620.6425,7,5,25,6,"Mortgage Loan, Student Loan, Student Loan, Payday Loan, Mortgage Loan, and Debt Consolidation Loan",23,Bad,2593.44,38.78579181,74,187.1902189,94.38794945,High_spent_Large_value_payments,420.4860817,300
19,432185390,Lawyer,56803.71,4620.6425,7,5,25,6,"Mortgage Loan, Student Loan, Student Loan, Payday Loan, Mortgage Loan, and Debt Consolidation Loan",23,Bad,2593.44,34.3173365,75,187.1902189,94.38794945,Low_spent_Medium_value_payments,355.023023,300
19,432185390,Lawyer,56803.71,4620.6425,7,5,25,6,"Mortgage Loan, Student Loan, Student Loan, Payday Loan, Mortgage Loan, and Debt Consolidation Loan",23,Bad,2593.44,27.15124298,76,187.1902189,94.38794945,Low_spent_Small_value_payments,205.1353372,300
31,838986353,Architect,38364.82,2904.068333,9,6,32,4,"Not Specified, Debt Consolidation Loan, Home Equity Loan, and Mortgage Loan",22,Bad,1973.63,37.66455307,232,74.85037188,41.52856863,High_spent_Medium_value_payments,390.7639425,407
31,838986353,Architect,38364.82,2904.068333,9,6,32,4,"Not Specified, Debt Consolidation Loan, Home Equity Loan, and Mortgage Loan",22,Bad,1973.63,25.56656333,232,74.85037188,41.52856863,Low_spent_Small_value_payments,225.1714383,396
32,838986353,Architect,38364.82,2904.068333,9,6,32,4,"Not Specified, Debt Consolidation Loan, Home Equity Loan, and Mortgage Loan",22,Bad,1973.63,26.07823491,233,74.85037188,41.52856863,Low_spent_Large_value_payments,361.6526009,397
32,838986353,Architect,38364.82,2904.068333,9,6,32,4,"Not Specified, Debt Consolidation Loan, Home Equity Loan, and Mortgage Loan",22,Bad,1973.63,26.267351,234,74.85037188,41.52856863,Low_spent_Large_value_payments,374.5170294,398
32,838986353,Architect,38364.82,2904.068333,9,6,32,4,"Not Specified, Debt Consolidation Loan, Home Equity Loan, and Mortgage Loan",20,Bad,1973.63,32.1711038,235,74.85037188,41.52856863,High_spent_Large_value_payments,413.3680084,425
32,838986353,Architect,38364.82,2904.068333,9,6,32,4,"Not Specified, Debt Consolidation Loan, Home Equity Loan, and Mortgage Loan",22,Bad,1973.63,23.79219323,236,74.85037188,41.52856863,High_spent_Small_value_payments,327.0650688,422
32,838986353,Architect,38364.82,2904.068333,9,6,32,4,"Not Specified, Debt Consolidation Loan, Home Equity Loan, and Mortgage Loan",23,Bad,1973.63,41.3820315,237,74.85037188,41.52856863,High_spent_Medium_value_payments,424.0278928,405
32,838986353,Architect,38364.82,2904.068333,9,6,32,4,"Not Specified, Debt Consolidation Loan, Home Equity Loan, and Mortgage Loan",22,Bad,1973.63,35.43225494,238,74.85037188,41.52856863,High_spent_Small_value_payments,402.543786,416
21,365738387,Lawyer,66528.24,5733.02,5,5,11,0,No Data,9,Standard,1460.8,26.42518128,268,0.0,38.94642667,High_spent_Large_value_payments,673.7274393,576
21,365738387,Lawyer,66528.24,5733.02,5,5,11,0,No Data,8,Standard,1460.8,38.25186383,269,0.0,38.94642667,High_spent_Large_value_payments,774.3555733,573
21,365738387,Lawyer,66528.24,5733.02,5,5,11,0,No Data,9,Standard,1460.8,32.53387309,270,0.0,38.94642667,High_spent_Medium_value_payments,724.4744463,573
21,365738387,Lawyer,66528.24,5733.02,5,5,11,0,No Data,11,Standard,1460.8,36.63336352,271,0.0,38.94642667,High_spent_Medium_value_payments,607.6833621,561
21,365738387,Lawyer,66528.24,5733.02,5,5,11,0,No Data,12,Standard,1460.8,34.37396536,272,0.0,38.94642667,High_spent_Small_value_payments,585.8747144,559
21,365738387,Lawyer,66528.24,5733.02,5,5,11,0,No Data,9,Standard,1460.8,27.50257202,273,0.0,38.94642667,High_spent_Large_value_payments,716.2602091,581
21,365738387,Lawyer,66528.24,5733.02,5,5,11,0,No Data,10,Standard,1460.8,35.34067014,274,0.0,38.94642667,High_spent_Medium_value_payments,717.0914534,571
22,365738387,Lawyer,66528.24,5733.02,5,5,11,0,No Data,12,Standard,1460.8,30.58597494,275,0.0,38.94642667,High_spent_Medium_value_payments,664.8817952,566
55,784236447,Doctor,19403.405,1904.950417,1,7,3,3,"Debt Consolidation Loan, Debt Consolidation Loan, and Credit-Builder Loan",9,Good,339.11,31.22930685,196,39.21491443,12.69957415,High_spent_Medium_value_payments,349.1520196,497
55,784236447,Doctor,19403.405,1904.950417,1,7,3,3,"Debt Consolidation Loan, Debt Consolidation Loan, and Credit-Builder Loan",11,Good,339.11,36.5078306,197,39.21491443,12.69957415,Low_spent_Small_value_payments,315.3317585,464
55,784236447,Doctor,19403.405,1904.950417,1,7,3,3,"Debt Consolidation Loan, Debt Consolidation Loan, and Credit-Builder Loan",9,Good,339.11,33.68727673,198,39.21491443,12.69957415,Low_spent_Small_value_payments,248.5613732,477
55,784236447,Doctor,19403.405,1904.950417,1,7,3,3,"Debt Consolidation Loan, Debt Consolidation Loan, and Credit-Builder Loan",9,Good,339.11,38.25840231,199,39.21491443,12.69957415,Low_spent_Medium_value_payments,244.2910915,475
55,784236447,Doctor,19403.405,1904.950417,1,7,3,3,"Debt Consolidation Loan, Debt Consolidation Loan, and Credit-Builder Loan",9,Good,339.11,36.82660981,200,39.21491443,12.69957415,Low_spent_Large_value_payments,251.4219299,477
55,784236447,Doctor,19403.405,1904.950417,1,7,3,3,"Debt Consolidation Loan, Debt Consolidation Loan, and Credit-Builder Loan",9,Good,339.11,25.84913168,201,39.21491443,12.69957415,High_spent_Medium_value_payments,329.7208514,507
55,784236447,Doctor,19403.405,1904.950417,1,7,3,3,"Debt Consolidation Loan, Debt Consolidation Loan, and Credit-Builder Loan",9,Good,339.11,34.28632546,202,39.21491443,12.69957415,Low_spent_Small_value_payments,348.2213392,482
55,784236447,Doctor,19403.405,1904.950417,1,7,3,3,"Debt Consolidation Loan, Debt Consolidation Loan, and Credit-Builder Loan",10,Good,339.11,38.3686739,203,39.21491443,12.69957415,Low_spent_Small_value_payments,226.4592697,474
19,751656458,Journalist,31122.79,2761.565833,7,5,12,0,No Data,20,Standard,358.6,30.79484745,273,0.0,32.41905411,Low_spent_Large_value_payments,325.6435231,498
19,751656458,Journalist,31122.79,2761.565833,7,5,12,0,No Data,20,Standard,358.6,31.60070425,274,0.0,32.41905411,Low_spent_Medium_value_payments,306.4597033,498
19,751656458,Journalist,31122.79,2761.565833,7,5,12,0,No Data,20,Standard,358.6,32.51956159,275,0.0,32.41905411,High_spent_Large_value_payments,458.9158609,519
19,751656458,Journalist,31122.79,2761.565833,7,5,12,0,No Data,21,Standard,358.6,26.85277506,276,0.0,32.41905411,High_spent_Small_value_payments,377.88681,519
19,751656458,Journalist,31122.79,2761.565833,7,5,12,0,No Data,20,Standard,358.6,27.1376456,277,0.0,32.41905411,Low_spent_Small_value_payments,335.4344814,505
19,751656458,Journalist,31122.79,2761.565833,7,5,12,0,No Data,18,Standard,358.6,34.55576314,278,0.0,32.41905411,Low_spent_Large_value_payments,346.0727832,511
19,751656458,Journalist,31122.79,2761.565833,7,5,12,0,No Data,19,Standard,358.6,37.36020301,279,0.0,32.41905411,Low_spent_Small_value_payments,193.4781587,504
19,751656458,Journalist,31122.79,2761.565833,7,5,12,0,No Data,20,Standard,358.6,41.00475108,280,0.0,32.41905411,High_spent_Medium_value_payments,446.7819896,518
19,361347350,Architect,15015.4,1213.283333,5,5,9,1,Debt Consolidation Loan,9,Good,330.17,33.27002451,259,11.68573457,47.30795793,Low_spent_Small_value_payments,307.528475,551
19,361347350,Architect,15015.4,1213.283333,5,5,9,1,Debt Consolidation Loan,10,Good,330.17,29.99075632,260,11.68573457,47.30795793,Low_spent_Small_value_payments,324.4985931,550
19,361347350,Architect,15015.4,1213.283333,5,5,9,1,Debt Consolidation Loan,11,Good,330.17,24.24900974,261,11.68573457,47.30795793,Low_spent_Small_value_payments,351.383946,550
19,361347350,Architect,15015.4,1213.283333,5,5,9,1,Debt Consolidation Loan,11,Good,330.17,37.84241153,262,11.68573457,47.30795793,Low_spent_Medium_value_payments,320.0425657,541
19,361347350,Architect,15015.4,1213.283333,5,5,9,1,Debt Consolidation Loan,14,Good,330.17,30.23488554,263,11.68573457,47.30795793,Low_spent_Small_value_payments,263.1471434,533
20,361347350,Architect,15015.4,1213.283333,5,5,9,1,Debt Consolidation Loan,11,Good,330.17,29.92099563,264,11.68573457,47.30795793,Low_spent_Small_value_payments,348.9046657,550
20,361347350,Architect,15015.4,1213.283333,5,5,9,1,Debt Consolidation Loan,11,Good,330.17,27.12472606,265,11.68573457,47.30795793,Low_spent_Small_value_payments,255.9890249,553
20,361347350,Architect,15015.4,1213.283333,5,5,9,1,Debt Consolidation Loan,8,Good,330.17,28.38062138,266,11.68573457,47.30795793,Low_spent_Small_value_payments,237.0672904,568
34,744529753,Engineer,19777.05,1728.0875,5,3,3,3,"Student Loan, Debt Consolidation Loan, and Auto Loan",3,Good,186.16,38.41845963,259,29.04553332,11.7641184,High_spent_Small_value_payments,357.4905567,607
34,744529753,Engineer,19777.05,1728.0875,5,3,3,3,"Student Loan, Debt Consolidation Loan, and Auto Loan",3,Good,186.16,26.60266394,260,29.04553332,11.7641184,High_spent_Medium_value_payments,354.4911228,617
34,744529753,Engineer,19777.05,1728.0875,5,3,3,3,"Student Loan, Debt Consolidation Loan, and Auto Loan",3,Good,186.16,26.27606328,261,29.04553332,11.7641184,High_spent_Medium_value_payments,368.6120162,619
34,744529753,Engineer,19777.05,1728.0875,5,3,3,3,"Student Loan, Debt Consolidation Loan, and Auto Loan",3,Good,186.16,30.27714749,262,29.04553332,11.7641184,Low_spent_Small_value_payments,240.6052809,597
34,744529753,Engineer,19777.05,1728.0875,5,3,3,3,"Student Loan, Debt Consolidation Loan, and Auto Loan",3,Good,186.16,28.98331009,263,29.04553332,11.7641184,High_spent_Small_value_payments,298.4092616,619
34,744529753,Engineer,19777.05,1728.0875,5,3,3,3,"Student Loan, Debt Consolidation Loan, and Auto Loan",3,Good,186.16,39.95698734,264,29.04553332,11.7641184,Low_spent_Large_value_payments,363.640576,591
34,744529753,Engineer,19777.05,1728.0875,5,3,3,3,"Student Loan, Debt Consolidation Loan, and Auto Loan",3,Good,186.16,24.62688823,265,29.04553332,11.7641184,Low_spent_Medium_value_payments,245.5615342,605
34,744529753,Engineer,19777.05,1728.0875,5,3,3,3,"Student Loan, Debt Consolidation Loan, and Auto Loan",3,Good,186.16,38.13596102,266,29.04553332,11.7641184,Low_spent_Medium_value_payments,358.3881792,595
24,70079414,Musician,20188.02,1851.335,4,3,6,3,"Mortgage Loan, Student Loan, and Mortgage Loan",5,Good,399.92,28.54258478,242,25.58028082,22.78993516,Low_spent_Large_value_payments,281.9170057,563
24,70079414,Musician,20188.02,1851.335,4,3,6,3,"Mortgage Loan, Student Loan, and Mortgage Loan",6,Good,399.92,31.3632289,243,25.58028082,22.78993516,High_spent_Large_value_payments,364.0520998,577
24,70079414,Musician,20188.02,1851.335,4,3,6,3,"Mortgage Loan, Student Loan, and Mortgage Loan",8,Good,399.92,39.07337919,244,25.58028082,22.78993516,High_spent_Small_value_payments,339.6757931,562
24,70079414,Musician,20188.02,1851.335,4,3,6,3,"Mortgage Loan, Student Loan, and Mortgage Loan",3,Good,399.92,26.40738386,245,25.58028082,22.78993516,Low_spent_Medium_value_payments,341.2639172,578
24,70079414,Musician,20188.02,1851.335,4,3,6,3,"Mortgage Loan, Student Loan, and Mortgage Loan",6,Good,399.92,33.00461132,246,25.58028082,22.78993516,Low_spent_Medium_value_payments,291.29505,559
25,70079414,Musician,20188.02,1851.335,4,3,6,3,"Mortgage Loan, Student Loan, and Mortgage Loan",6,Good,399.92,37.28999202,247,25.58028082,22.78993516,High_spent_Medium_value_payments,386.763284,577
25,70079414,Musician,20188.02,1851.335,4,3,6,3,"Mortgage Loan, Student Loan, and Mortgage Loan",6,Good,399.92,24.02168185,248,25.58028082,22.78993516,High_spent_Medium_value_payments,358.5853514,589
25,70079414,Musician,20188.02,1851.335,4,3,6,3,"Mortgage Loan, Student Loan, and Mortgage Loan",6,Good,399.92,36.09663269,249,25.58028082,22.78993516,High_spent_Small_value_payments,318.1993871,580
54,26575729,Scientist,41345.58,3260.465,0,5,10,0,No Data,3,Good,646.47,23.04195122,338,0.0,36.94720504,Low_spent_Small_value_payments,187.9342805,676
54,26575729,Scientist,41345.58,3260.465,0,5,10,0,No Data,0,Good,646.47,34.16352449,338,0.0,36.94720504,High_spent_Medium_value_payments,465.972022,703
54,26575729,Scientist,41345.58,3260.465,0,5,10,0,No Data,0,Good,646.47,27.7470489,339,0.0,36.94720504,High_spent_Medium_value_payments,506.7576753,710
54,26575729,Scientist,41345.58,3260.465,0,5,10,0,No Data,0,Good,646.47,30.25251837,340,0.0,36.94720504,High_spent_Medium_value_payments,323.1918538,708
54,26575729,Scientist,41345.58,3260.465,0,5,10,0,No Data,0,Good,646.47,32.69081341,341,0.0,36.94720504,High_spent_Medium_value_payments,539.099295,708
54,26575729,Scientist,41345.58,3260.465,0,5,10,0,No Data,0,Good,646.47,32.62574506,342,0.0,36.94720504,Low_spent_Small_value_payments,500.5336458,689
